"HITID","Tweet","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"26L6XBAT2D5N381G7DH0RG5T2SG51G","And we all know Mitt Romney was taking a jab at Obama by scrutinizing the facts over where Barrack Obama was born to imply he ain't American","A2ZBYVQLDUZOV7","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 14:11:43 UTC 2012"
"2DSVKI62NJQ2EHGA1JHHEBKLG17TL1","Initiatives to promote a Wireless Broadband Revolution (2010) broadband is finally being considered as necessary infrastructure. Obama","AL7M7T6WKQPIV","happy","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 01:40:42 UTC 2012"
"2TYW40SPW1INZRU9IEA3VAB6FLG1EE","If Obama looses this election. it will once and for all disprove the myth that ""once you go black. you never go... http. 1st a Shooting now this. Repub want Obama Out real bad. http://t.co/H2aeXJK9 #","A182JW8U6PO60U","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 00:22:40 UTC 2012"
"2JSC9KSSZVXXF0IGM4BQWYGNM2V3LV","Daily Kos: Economists Agree: Obama is Right on Jobs and Recovery http://t.co/AgS0u35O via @dailykos","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:15:52 UTC 2012"
"2LWGDHDM25L8VJ1AOG8E76OE8WPOEN","RT @UrNewsStream: New Jersey governor pledges to vote Romney despite plug for Obama - Christi has to save face what a two faced ass kisser.","A2ZBYVQLDUZOV7","angry","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 19 08:09:44 UTC 2012"
"21KJE1M7PKK9Y1AHG91C84LZ1VDRYD","Obama win more likely priced in --&gt; business as usual. Romney win --&gt; surprise. might bring new liquidity which will adjust positioning.","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 23:35:49 UTC 2012"
"2E2NQY2RCJK6G99PVRI0SUIAUFC4TJ","@Morning_Joe Repubs stated goal: one term for Obama. That would be out the window. What's the goal now? Taking care of country's problems?","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 01:37:50 UTC 2012"
"2JV5NQYN5F3QDTUGL8DNKWYB8F9C8G","RT @HotMeggaeSauce: Obama has to win the election or it'll disprove the myth that ""Once you go black you never go back."" There's a lot a","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 07:53:24 UTC 2012"
"20N1Y7QEOZFY32FNK3DONXRDWACEHQ","Will Ferrell telling everyone to vote Obama tomorrow makes me so happy. Wonder if crazy Irish will remark on it in the lecture tomorrow...","AL7M7T6WKQPIV","happy","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 23:40:56 UTC 2012"
"23WC1PC6SK9RWIJZRSQEPMAATSGP1L","Three young Cambridge brothers campaigning for Obama in Ohio after being invited to do so. Will be at rally in Chicago tomorrow.  #570Newseitar o ltimo dia para visita... http://t.co/yhkqPB35","A182JW8U6PO60U","happy","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 22:13:37 UTC 2012"
"2P3Z6R70G5R9LNMUV5574SSTR469PG","RT @Mama4Obama1: RT @steveking_ ""But it is the dreams of those children that will be our saving grace."" - Obama","A1Y6CLBM5VJQKD","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 04:47:03 UTC 2012"
"2QC8P9Y38TWWASH3M89M8JTAKTZZI9","The contrast of Obama's ""revenge"" remark and Romney's ""love of country"" remark is the perfect example of the huge difference between them!","A2ZBYVQLDUZOV7","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 07:11:17 UTC 2012"
"2QAKMT6YTWX4UDVDHLVDH9GIAOD0VG","Bush's Third Term: Candidate Barack Obama presented himself as an agent of hope and change.... http://t.co/0FsJSyLG #terrorism #security","ATBZC1F0M7F2F","angry","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 17:23:50 UTC 2012"
"2WLQ0JG5TYMNP6CMWJ690SSH17UGKC","Obama Takes Frenetic. Final Campaign Days in Stride: President Obamas checklist of lasts grew longer as he ra... http://t.co/tpN5EYRu","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 17:15:51 UTC 2012"
"2B3F395SW6NGEP6EF8EJJYF1J5LTFW","RT @angelicakowala: I hate both the candidates but this made me lol: Obama will grab the early lead Tuesday. until the Republicans get o","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Sun Nov 18 23:42:39 UTC 2012"
"244HGYQ4J3NAOGPQEP6O6YIT5ZCOBN","RT @washtimes: Transparency is all but invisible in Obama message http://t.co/sDDukocG","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 07:26:07 UTC 2012"
"2Z7DOBDDP8PJ9U8O5IOMJ3Q3D5TE3I","@morningmika @Morning_Joe Why to GOP supporters refuse to acknowledge that private sector growth is BETTER under Obama than Bush?","A2ZBYVQLDUZOV7","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 17:38:58 UTC 2012"
"2U78PJWKUDD8AWPEID0Z8B6UXU09KF","Would you rather have Romney successful Bus. leader with good people around him. Or Obama and Valerie Jarrett a muslim activist in control?","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 02:59:30 UTC 2012"
"2QFBNVP3TVOKI4TUXBP7YEOZJ4J30L","RT @Rio_Del_Neroo: Obama is coming to Ohio with Jay-Z and Bruce Springsteen. Mitt Romney is coming with The Marshal Tucker Band...","A1Y6CLBM5VJQKD","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 13:40:50 UTC 2012"
"28P0G5R98D8JG5SIO2JTVYCG7S5DT5","@JojoMalig So if Obama also takes the popular vote. *that* will be the big news. ;-)","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","happy","No","no_agreement","Mon Nov 19 07:35:48 UTC 2012"
"2CEJ5OPB0YVGCICXOLYEX9U3580Y6N","RT @jcall999999: @JoeNBC #Vote @BarackObama  you guys are crazy - Obama's events were much bigger and electric - come on you guys !","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 05:38:36 UTC 2012"
"2JODG67D1X3VDPYB4YB2RE1MBVDAHQ","If people think they didn't do well under Obama. they are really not going to do well under Romeny.Too many idiot voters!","ATBZC1F0M7F2F","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 16:59:05 UTC 2012"
"22DWJ5OPB0YVT9M9E627MP9U77V5X8","important book on president obama and his psychological disorder before you vote for him on next election http://t.co/9yRCi8rs","ATBZC1F0M7F2F","afraid","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 23:32:42 UTC 2012"
"2NAVQ8H88MQUJVJZ353I9RXX8GB8RH","#obama Hahaha last time i heard that i laughed so hard i fell of my dinasour! http://t.co/XlpVlGkq","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","funny","No","no_agreement","Mon Nov 19 07:47:47 UTC 2012"
"2WLQ0JG5TYMNP6CMWJ690SSH17VKGH","RT @TomiHuhtanen: In #Europe many seem to think #Obama victory is a sure thing.But in reality it will be tight.. http://t.co/C3fvP7kp","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 17:14:18 UTC 2012"
"2AGMNCWYB49FM26397S1RONSXBARNO","@Morning_Joe :Willie said that a Obama stands to lose a lot of votes do to Sandy. What there's no Romney's in that mess? Staten Isle is.","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 05:33:48 UTC 2012"
"2NCFBNFSVGULSDNGK6XNO1FS7TS6K1","RT @DennisDMZ: Folks. this is mega-important. Obama stinks at the job and he's a nasty guy to boot. Send him to the sidekick job on Lett","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 00:55:33 UTC 2012"
"2IBHV8ER9Y8T0UWXR2D5SFHS6UFR4T","RT @1Obefiend: Obama is not black. He is white. HIs nickname in college was BARRY. That is the 3rd most common name for a white man #Chr","A3169N2SCN3ENK","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 22:39:42 UTC 2012"
"21NUFJ51Y7QE19T9I2SC0TMOJ3KDAK","I know the Secret Service has a lot to deal with right now. but are they protecting Bo? From Obama. I mean? http://t.co/aQsvqTYo","ATBZC1F0M7F2F","afraid","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 23:58:36 UTC 2012"
"283PHIT3HVWA8UWHUXAQA1723F3KC7","Bin Laden is dead and General Motors is alive. Thats why Barack Obama is heading back to the White House: http://t.co/wE7mo91U","A1Y6CLBM5VJQKD","funny","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 07:09:16 UTC 2012"
"2NVG67D1X3V0SUENGUTJM1M7TQDBIF","A sitting president is asking voters to vote for revenge. Huh? I think we shall. revenge on Obama/jarrett/Soros. #RomneyRyan2012 #obama2012","A3169N2SCN3ENK","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 21:15:38 UTC 2012"
"2UJX3V0FK0COXCXPTWYPSK9LV2YGNG","Don't get me wrong lol I have books and posters of Obama. it's just that so many of you are supporting him just because and it's just ugh.","A2ZBYVQLDUZOV7","mocking","A3169N2SCN3ENK","sad","No","no_agreement","Sun Nov 18 18:47:18 UTC 2012"
"2QHJMJUNU8LZJ1LB8FI9GD8J717H19","The Connection: 7.9% Unemployment and Obamas Failure to Convene His Jobs Council http://t.co/PcI0qhOI","A2ZBYVQLDUZOV7","angry","A1BQBQG2GNY8AY","none","No","no_agreement","Mon Nov 19 21:04:52 UTC 2012"
"2H6HOVR14IXK1CZKUR5C4A6X74I78I","RT @cassieshumaker: @brettappling: Obama will grab the early lead Tuesday. until the Republicans get off work hahahahahaha","A1Y6CLBM5VJQKD","funny","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 17:26:59 UTC 2012"
"2YJQ6SVQ8H88Z08HDFFB3CI1V3QO5M","Oh please let Obama win the election. I love him so much sand he's such a good president. I'll most probably cry my if he dosn't win","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","hopeful","No","no_agreement","Mon Nov 19 05:33:34 UTC 2012"
"2Y0T3HVWAVKIJC1UICS7AZ99UNZNFP","#Benghazi101 - The Obama administration said they had no prior warning of the attacks on Benghazi  LIE","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 07:24:25 UTC 2012"
"2NCXFCD45XCE6XR3F3BIV3TGTATYWO","Cause Florida has old white people and immigrants that cant vote..""@ObamaBinMobbin: Obama is winning EVERY battleground state but Florida""","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 07:49:29 UTC 2012"
"2MCFJ51Y7QEOCPC1KB3S1MOF1X6BE6","RT @Sarah1Dxox: im going for obama and im not even in america ahaha","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","happy","No","no_agreement","Mon Nov 19 01:09:06 UTC 2012"
"2CZ8MZ9O9Z6K9EDX298HZRLFU6IA1S","496 retired Generals &amp; Admirals endorse #Romney; 5 endorse #Obama......that says ALOT about who our military leaders trust more as a...","A2ZBYVQLDUZOV7","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 09:00:41 UTC 2012"
"2CFX2Q45UUKQ18UYA6SN08OG47TTBE","RT @ThA_bRoOkEsTeR: Obama will grab the early lead Tuesday. until the Republicans get off work","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 17:15:39 UTC 2012"
"280LKH1Q6SVQLRMJE0L6T5OBZICK1H","RT @x_BasedBeauty: Ayeeee me and my SIS @_BossInPINK both wearing our Obama attire today","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 07:15:58 UTC 2012"
"2BVD8XMB3Q39CAPHM3F614EVWZNRGF","People Walk Out on Obama at Virginia Rally http://t.co/YRTU4MgF","ATBZC1F0M7F2F","funny","A2ZBYVQLDUZOV7","sad","No","no_agreement","Sun Nov 18 23:57:31 UTC 2012"
"2PI6UFBNFSVG7VTE1FJWENG1JYX4I3","RT @jamielillywhite: I'm in such an Obama bubble. Every tweet. every Facebook. every website begging people to vote for him. How does Ro","A1Y6CLBM5VJQKD","funny","A2ZBYVQLDUZOV7","happy","No","no_agreement","Mon Nov 19 06:52:11 UTC 2012"
"2JODG67D1X3VDPYB4YB2RE1MBVEHAY","Eleven Newspapers Switch To Romney. Just One to Obama http://t.co/voFMyhp2 All the cool kids are voting #RomneyRyan2012","A2ZBYVQLDUZOV7","hopeful","A182JW8U6PO60U","none","No","no_agreement","Mon Nov 19 14:51:19 UTC 2012"
"2NKNJQ2172Z9M0VH3UCC3EBU59CQYC","Obama better not lose this bastarding election since all my politics revision is based on officials in his administration.","ATBZC1F0M7F2F","afraid","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Sun Nov 18 23:33:33 UTC 2012"
"26VOBDDP8PJWX4RO07DBBQ393654FC","RT @holysmoke: Extraordinary: How the Obama campaign guessed my income from my phone number by @WillardFoxton http://t.co/WfYGYImU","AL7M7T6WKQPIV","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 07:44:08 UTC 2012"
"2F55F3Q0JG5TBW1NO824HF9SWYBHD0","RT @babycakes0415: I do not. I repeat I DO NOT want to go to school. but thank God tomorrow is Election Day! Vote Obama ! #2012","A2ZBYVQLDUZOV7","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 07:31:14 UTC 2012"
"200A0RYNJ92NWU0BXLDJ1UHY08A49K","RT @DorroughMusic: Just got my early voting done! I indeed voted for #Obama! Go VOTE!!","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","hopeful","No","no_agreement","Mon Nov 19 17:21:10 UTC 2012"
"2ALHVWAVKI620T4DTHTZH9QHAHDHPD","@agreeley7 I'll be using the Obama method. lower my debt while passing the cost on to other people aka YOU","A1Y6CLBM5VJQKD","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 14:06:43 UTC 2012"
"2I0NMHGYQ4J30KPH3PDFNOYYMZV9MK","RT @PAC43: If Romney wins. he vows to donate his salary to charity. If Obama wins. he vows to donate yours","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 07:17:07 UTC 2012"
"2SST2D5NQYN5SD4BBQWT6MNC04595U","RT @BJAofficial: Vote for Obama!","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 07:28:02 UTC 2012"
"2HNBMJTUHYW2T33KJKYSDWM1AFRNIG","Bin Laden raid movie criticised as pro-Obama: A film that dramatises the raid on Osama Bin Laden's hideaway by U... http://t.co/jzaz37WJ","A1Y6CLBM5VJQKD","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 06:21:13 UTC 2012"
"229GNTBJ3MMDAFT0ZXX2SHB9QJQWAC","RT @unicornmajik: People Walk Out on Obama at Virginia Rally http://t.co/ef5l2LcK #VA","ATBZC1F0M7F2F","funny","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 00:02:27 UTC 2012"
"2B8IHPCGJ2D2EYH7X780RPPSM8E934","RT @DrBrianMay: @adamlambert @anrefg We cannot imagine you could be so foolish as to let things slip back again.  The world respects Oba","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 17:12:23 UTC 2012"
"26E1INMHGYQ4WD1L3G2FUFFO24CK7E","RT @GodsGirlProbs: Okay instead of Obama or Romney. I'd like to vote Jesus for president...","A2ZBYVQLDUZOV7","funny","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 17:02:42 UTC 2012"
"2I2274J79KQWJBMYWGLXNCD4934GI0","Bookmaker Paddy Power pays out on Obama victory http://t.co/JNcmRdAO","A182JW8U6PO60U","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 22:35:37 UTC 2012"
"2IJK274J79KQ9GFJFEXU5FCD8BRHFB","#Obama Over 30 million people have voted already. How many have your name? See for yourself: http://t.co/WviSgc6w","A3169N2SCN3ENK","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 13:45:38 UTC 2012"
"2581SNQQ7Q67DFF1CMER92TQG7QT94","26541a is allowing 80.000 Muslims to immigrate next year to the US. http://t.co","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 05:29:59 UTC 2012"
"2W342J1LY58BKCLXSS7FSHD1A485QB","@Morning_Joe ..Vote is not for Romney rather against Obama..visceral dislike for President from some Republicans","A2ZBYVQLDUZOV7","angry","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 13:48:49 UTC 2012"
"2AOYTWX4H3H22LIO1J7IEIJRFBXZ4T","@CharlieSeaWolf @Obama2012 has NOT started any NEW wars. unlike BUSH who started TWO. Obama ended Iraq and ending Afghanistan.","AL7M7T6WKQPIV","happy","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 01:03:31 UTC 2012"
"25Z1XERSQV664V3SA3UH3WAVOO091C","Obama needs to be out of office. #Romney","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","hopeful","No","no_agreement","Mon Nov 19 16:55:50 UTC 2012"
"289LFQ0ONNVRUBYSGJ5GZB76R12KTP","DON'T WORRY OBAMA ID VOTE FOR YOU IF I COULD","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","happy","No","no_agreement","Mon Nov 19 19:17:20 UTC 2012"
"24VWIOV1S7SNGN7RMBUYLZ8NCXNZKJ","President Obama: What We're Fighting For http://t.co/EWK9ZRNP -- Remind Giant conglomerate corporations the people own America VOTE #Obama","A3169N2SCN3ENK","angry","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 21:05:29 UTC 2012"
"2VYOOGQSCM6INKG36SLU200OUQCGG8","Out of the millions and millions of people in America. there's 500 people separating Mitt and Obama. #Incredible #TightRace. #TeamObama","A2ZBYVQLDUZOV7","afraid","ATBZC1F0M7F2F","sad","No","no_agreement","Sun Nov 18 23:58:44 UTC 2012"
"29ACXKNQY2RCWUKER553PR0KYO3Q1E","How can you not vote for Obama. I bet Romney will get it now and England will go nuts","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 01:26:11 UTC 2012"
"2DH9RNDWIOV15H6YVNKG213YH51GVY","RT @The_Q_is: Obama campaign getting crowds totally excited about voting for Bill Clinton on Tuesday http://t.co/BzNBxQ1r #tcot #war","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 01:13:53 UTC 2012"
"2P0UB2YU98JH53ZMVVRFJJ9ISHCMAB","RT @robyncanrana: barack obama is the greatest person to ever exist in the universe i sWEAR","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 07:19:27 UTC 2012"
"2ZRNZW6HEZ6ORE47Z3Z6HGUM67UPZB","RT @Constantina254: People Walk Out on Obama at Virginia Rally http://t.co/PGyd6Dv2 via @BreitbartNews","AL7M7T6WKQPIV","mocking","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 01:24:47 UTC 2012"
"2PQMQU6L5OBVPSF2P7VAQJF7K0VEXJ","RT @FloridaJayhawk: Voting for Gary Johnson could give the race to Obama. Live to fight another day Libertarians. Vote @MittRomney to sa","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 16:35:19 UTC 2012"
"2IDP9746OQ1S004IIGY0D1QKGTKM24","@thetasman I saw a great photo of an Obama supporter wearing a tee that said ""if you love your mama vote Obama"". So true.","A2ZBYVQLDUZOV7","funny","A3169N2SCN3ENK","hopeful","No","no_agreement","Mon Nov 19 13:45:28 UTC 2012"
"23I5BMJTUHYWFQ70111705WM5C3HMI","RT @BI_Defense: Bin Laden Is Dead And General Motors Is Alive. And That's Why Obama Will Win http://t.co/sxZtNNd4","A2ZBYVQLDUZOV7","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 16:56:46 UTC 2012"
"2K839Z0B6UTOJ3IPN2KVZKGP0YPNYM","RT @TheLastAncient: NICOLA SAYS TO VOTE FOR OBAMA OR I WILL COME OVER THERE AND SLAP YOU ALL ACROSS THE FACE IF YOU DON'T!!! #LoveYou #O","A2ZBYVQLDUZOV7","funny","A182JW8U6PO60U","happy","No","no_agreement","Mon Nov 19 00:22:18 UTC 2012"
"2Y7CGJ2D21O39FBSSTGP0I2K2KIC6T","@yeselson obama share in pew vs. his share in 08 exit with same groups","A2ZBYVQLDUZOV7","mocking","ATBZC1F0M7F2F","none","No","no_agreement","Sun Nov 18 23:33:51 UTC 2012"
"2LNUUKQOYGNI9B130Y70907SZM3GY7","RT @informedblackmn: Wow. all the Obama-loving stations are not even hiding it today. so don't be discouraged.Imagine that SNL is trying","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 00:24:58 UTC 2012"
"27E618N46UXFPNIGPM5TVDSNXQBRPK","@DennisDMZ the only thing #Obama and Moochelle will miss is the free golf and vacations","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 07:28:08 UTC 2012"
"27WOZFYQS1CS6W2QP14SCIC1I46JMO","RT @YoungCons: I know a ton of people who voted Obama in 08. now voting Romney. I know ZERO McCain voters who say ""Obama has done good. ","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","funny","No","no_agreement","Sun Nov 18 23:39:31 UTC 2012"
"25Z1XERSQV664V3SA3UH3WAVOO0194","If Obama had a good strong record to run on he wouldn't #Clinton to stump for him in #Pittsburgh!! #failed #energy &amp; #economic policies!!!!","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 07:26:18 UTC 2012"
"21ICOK2JE1M72UYKD1N6WZAC4AENUO","RT @davidbadash: Dems. if you say. ""Obama will win my state anyway. so I don't need to vote."" remember. the national popular vote is ver","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 07:34:01 UTC 2012"
"25KGMMEGOOGQ5M0HAK120EIUY0TBB6","President Obama will be in Wisconsin. Ohio and Iowa today. the final campaign day of the 2012 election. Mitt... http://t.co/d2sfIbAB","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 00:02:44 UTC 2012"
"2G151RYQM3EL3X0NIIKG2FTEYZIZ0E","RT @RBReich: If Obama wins. will radical right see it as a repudiation and become more reasonable. or as a provocation and grow even mor","A2ZBYVQLDUZOV7","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 07:31:38 UTC 2012"
"26QPJWKUDD8XZLH1VJQ0J6UTSCMLA8","People Walk Out on Obama at Virginia Rally http://t.co/Fkf77D6Y","AL7M7T6WKQPIV","mocking","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 02:58:07 UTC 2012"
"2DNXH0JPPSI2X8S0D2G7DKLMA2DHNI","2654146s when new regs are released after election. #RomneyRyan2012 to prevent that from happening.","AL7M7T6WKQPIV","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 07:22:51 UTC 2012"
"2TUF0CP5KXPTVXWTP874XM7N2CYYXG","#Politics One Last Chance to Kill Obamacare: Barack Obama's promise to cure the ills of our health car... http://t.co/phpo4LuR #HiTechCJ","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","angry","No","no_agreement","Mon Nov 19 07:20:30 UTC 2012"
